text,entities
عشرات أعضاء مجلس الشيوخ الأمريكي يرفضون مبيعات الأسلحة للسعودية $#$,"{""story_entities"": [{""entity_value"": ""عشرات"", ""entity_type"": ""B-CARDINAL""}, {""entity_value"": ""أعضاء"", ""entity_type"": ""B-NORP""}, {""entity_value"": ""مجلس"", ""entity_type"": ""I-NORP""}, {""entity_value"": ""مجلس"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""الشيوخ"", ""entity_type"": ""I-NORP""}, {""entity_value"": ""الشيوخ"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""الأمريكي"", ""entity_type"": ""I-NORP""}, {""entity_value"": ""الأمريكي"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""للسعودية"", ""entity_type"": ""B-GPE""}]}"
لطالما كان العراق من الدول صاحبة أعلى معدلات إعدام في العالم ، ويأتي تصنيفه الرابع بعد الصين وإيران والسعودية . $#$,"{""story_entities"": [{""entity_value"": ""العراق"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""الرابع"", ""entity_type"": ""B-ORDINAL""}, {""entity_value"": ""الصين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""وإيران"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""والسعودية"", ""entity_type"": ""B-GPE""}]}"
"في 2 يونيو / حزيران ، نشرت "" قوة المهام المشتركة – عملية العزم الصلب "" ( قوة المهام المشتركة ) تقريرها الشهري الخاص بالخسائر المدنية في سوريا والعراق . $#$","{""story_entities"": [{""entity_value"": ""2"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""يونيو"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""حزيران"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""قوة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""المهام"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""المشتركة"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""عملية"", ""entity_type"": ""B-EVENT""}, {""entity_value"": ""العزم"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""الصلب"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""قوة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""المهام"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""المشتركة"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""سوريا"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""والعراق"", ""entity_type"": ""B-GPE""}]}"
نقطة تفتيش بريطانية في مدينة يافا سنة ( 1936 ) بسبب أحداث ثورة فلسطين ( 1936 - 1939 ) .,"{""story_entities"": [{""entity_value"": ""مدينة"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""يافا"", ""entity_type"": ""I-GPE""}, {""entity_value"": ""سنة"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1936"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""ثورة"", ""entity_type"": ""B-EVENT""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""("", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""1936"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""1936"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""-"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""-"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1939"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""1939"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-EVENT""}]}"
جريدة فلسطين / آب ( 20 / 8 / 1947 ) .,"{""story_entities"": [{""entity_value"": ""جريدة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""آب"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""20"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""8"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1947"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}]}"
5 - عدم استعمال السيارات واللوازم الحكومية في أعمال الدعاية الانتخابية . $#$,"{""story_entities"": [{""entity_value"": ""5"", ""entity_type"": ""B-ORDINAL""}]}"
الشهادة الأزهرية بإسم عبد الغني المجدلي .,"{""story_entities"": [{""entity_value"": ""عبد"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""الغني"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""المجدلي"", ""entity_type"": ""I-PERS""}]}"
محضر اجتماع بلدية بيرزيت رقم 91 / 72 بتاريخ ( 2 / 6 / 1972 ) .,"{""story_entities"": [{""entity_value"": ""بلدية"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""بيرزيت"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""بيرزيت"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""91"", ""entity_type"": ""B-ORDINAL""}, {""entity_value"": ""/"", ""entity_type"": ""I-ORDINAL""}, {""entity_value"": ""72"", ""entity_type"": ""I-ORDINAL""}, {""entity_value"": ""بتاريخ"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""2"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""6"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1972"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}]}"
جريدة فلسطين 17 تموز 1931 .,"{""story_entities"": [{""entity_value"": ""جريدة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""17"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""تموز"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1931"", ""entity_type"": ""I-DATE""}]}"
""" اعلان رقم "" "" 211 "" "" من قائمقام نابلس الى عموم الاشخاص الذين يشتغلون في مهنة قطع الحجارة ( 24 / 6 / 1925 ) "" .","{""story_entities"": [{""entity_value"": ""211"", ""entity_type"": ""B-ORDINAL""}, {""entity_value"": ""قائمقام"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""نابلس"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""نابلس"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""24"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""6"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1925"", ""entity_type"": ""I-DATE""}]}"
صرخ وقآل : . . اححححححححبهاااااااااا,"{""story_entities"": []}"
وثائق اراضي : للسيد زياد إبراهيم درويش ياسين : بلدية عصيرة الشمالية قضاء نابلس : من ( 1348هجري ) ( 1930 ) .,"{""story_entities"": [{""entity_value"": ""زياد"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""إبراهيم"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""درويش"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""ياسين"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""بلدية"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""عصيرة"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""عصيرة"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""الشمالية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""الشمالية"", ""entity_type"": ""I-GPE""}, {""entity_value"": ""قضاء"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""نابلس"", ""entity_type"": ""I-GPE""}, {""entity_value"": ""1348هجري"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""1930"", ""entity_type"": ""B-DATE""}]}"
الشهامه الفلسطينيه,"{""story_entities"": []}"
وتنسيق شراء المعدات للقوات البحرية الملكية السعودية . 89 $#$,"{""story_entities"": [{""entity_value"": ""للقوات"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""البحرية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""الملكية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""السعودية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""السعودية"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""89"", ""entity_type"": ""B-ORDINAL""}]}"
2 ما تشعر أنك تفضله بشكل أكبر . $#$,"{""story_entities"": [{""entity_value"": ""2"", ""entity_type"": ""B-CARDINAL""}]}"
هبه : وكمان مش راضي ترد على بنتك . . . لا هذا وضع ما بقدر أعيش فيه .,"{""story_entities"": [{""entity_value"": ""هبه"", ""entity_type"": ""B-PERS""}]}"
أصبحت منطقة الشرق الأوسط وشمال إفريقيا هي منطقة الاختبار على المستوى الدولي في ما يتعلق بالمساعدة الأمنية . $#$,"{""story_entities"": [{""entity_value"": ""منطقة"", ""entity_type"": ""B-LOC""}, {""entity_value"": ""الشرق"", ""entity_type"": ""I-LOC""}, {""entity_value"": ""الأوسط"", ""entity_type"": ""I-LOC""}, {""entity_value"": ""وشمال"", ""entity_type"": ""B-LOC""}, {""entity_value"": ""إفريقيا"", ""entity_type"": ""I-LOC""}]}"
جريدة فلسطين / كانون الاول ( 11 / 111947 ) .,"{""story_entities"": [{""entity_value"": ""جريدة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""كانون"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""الاول"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""11"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""111947"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}]}"
وثائق : وصولات تجارية ومالية تتعلق ببلدية عقربا جنوب مدينة نابلس .,"{""story_entities"": [{""entity_value"": ""ببلدية"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""عقربا"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""عقربا"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""مدينة"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""نابلس"", ""entity_type"": ""I-GPE""}]}"
معلومات عامة عن قرية ميعار المدمرة / قضاء مدينة عكا .,"{""story_entities"": [{""entity_value"": ""قرية"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""ميعار"", ""entity_type"": ""I-GPE""}, {""entity_value"": ""قضاء"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""مدينة"", ""entity_type"": ""I-GPE""}, {""entity_value"": ""عكا"", ""entity_type"": ""I-GPE""}]}"
الواقع السياسي والجغرافي للاراضي في محافظة غزة .,"{""story_entities"": [{""entity_value"": ""محافظة"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""غزة"", ""entity_type"": ""I-GPE""}]}"
و اللي واقع بالهوى كيف بدو يتوب,"{""story_entities"": []}"
وخاف على بلدك من الاكسال,"{""story_entities"": []}"
"منذ بداية السنة الجارية ، استقبل المستشفى 1 , 787 مريضًا وأجرى العاملون فيه 2 , 476 عملية جراحية ، منها 201 عملية ولادة قيصرية . $#$","{""story_entities"": [{""entity_value"": ""منذ"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""بداية"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""السنة"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""الجارية"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1"", ""entity_type"": ""B-CARDINAL""}, {""entity_value"": "","", ""entity_type"": ""I-CARDINAL""}, {""entity_value"": ""787"", ""entity_type"": ""I-CARDINAL""}, {""entity_value"": ""العاملون"", ""entity_type"": ""B-NORP""}, {""entity_value"": ""2"", ""entity_type"": ""B-CARDINAL""}, {""entity_value"": "","", ""entity_type"": ""I-CARDINAL""}, {""entity_value"": ""476"", ""entity_type"": ""I-CARDINAL""}, {""entity_value"": ""201"", ""entity_type"": ""B-CARDINAL""}]}"
"واقراء وتعمق في المجالات المطلوبة في سوق العمل , 1 coursera $#$","{""story_entities"": [{""entity_value"": ""1"", ""entity_type"": ""B-CARDINAL""}, {""entity_value"": ""coursera"", ""entity_type"": ""B-WEBSITE""}]}"
جريدة فلسطين / ايلول ( 20 / 9 / 1947 ) .,"{""story_entities"": [{""entity_value"": ""جريدة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""ايلول"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""20"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""9"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1947"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}]}"
"مطور ويب , إنشاء تطبيقات جوال أو سطح مكتب وغيره … . . $#$","{""story_entities"": [{""entity_value"": ""مطور"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""ويب"", ""entity_type"": ""I-OCC""}]}"
وخدلك عا جنّني ( عَقَوْلِت نسيم طالب ) و دروس كيف لازم نحبّ بعض .,"{""story_entities"": [{""entity_value"": ""نسيم"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""طالب"", ""entity_type"": ""I-PERS""}]}"
الأب : الطلاق إنك أنت !,"{""story_entities"": []}"
وداعا يا طائر الحرية فلتحلق باحمرار,"{""story_entities"": []}"
""" بيان سياسي خلال الانتفاضة الأولى 1987 صادر عن حركة حماس بعنوان : "" "" في الثالث للانتفاضة : شعبنا يتمسك بشعاره الخالد ( إنه جهاد نصر او إستشهاد ) "" "" عام ( 1989 ) "" .","{""story_entities"": [{""entity_value"": ""الانتفاضة"", ""entity_type"": ""B-EVENT""}, {""entity_value"": ""الأولى"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""الأولى"", ""entity_type"": ""B-ORDINAL""}, {""entity_value"": ""1987"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""1987"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""حركة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""حماس"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""الثالث"", ""entity_type"": ""B-ORDINAL""}, {""entity_value"": ""للانتفاضة"", ""entity_type"": ""B-EVENT""}, {""entity_value"": ""عام"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1989"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}]}"
تقرير : الباصات العربية المفخخة : ( 1984 ) .,"{""story_entities"": [{""entity_value"": ""1984"", ""entity_type"": ""B-DATE""}]}"
جريدة فلسطين / شباط ( 13 / 2 / 1945 ) .,"{""story_entities"": [{""entity_value"": ""جريدة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""شباط"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""13"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""2"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1945"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}]}"
ممارسات الإحتلال الإسرائيلي بعد عقد اتفاقية أوسلو 1 ضد الفلسطينيين تشرن الثاني / كانون اول : ( 1997 ) ( معلومات إحصائية حول المعتقلين الفلسطينيين .,"{""story_entities"": [{""entity_value"": ""الإحتلال"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""الإسرائيلي"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""اتفاقية"", ""entity_type"": ""B-EVENT""}, {""entity_value"": ""أوسلو"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""أوسلو"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""1"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""1"", ""entity_type"": ""B-ORDINAL""}, {""entity_value"": ""الفلسطينيين"", ""entity_type"": ""B-NORP""}, {""entity_value"": ""تشرن"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""الثاني"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""كانون"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""اول"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1997"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""المعتقلين"", ""entity_type"": ""B-NORP""}, {""entity_value"": ""الفلسطينيين"", ""entity_type"": ""I-NORP""}]}"
مذكرات خليل السكاكيني : بتاريخ 26 / 28 / 2 / ( 1941 ) .,"{""story_entities"": [{""entity_value"": ""خليل"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""السكاكيني"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""بتاريخ"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""26"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""28"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""2"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1941"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}]}"
"كتبنا على اللافتات أننا ضد الإرهاب ، لكن احتجاز الأشخاص بهذه الطريقة هو إرهاب أيضا "" . $#$","{""story_entities"": []}"
"إذا لم تتحسن الظروف في هذه السجون ، قد تُصبح مخاوف البلدان الأصلية من عودة التطرف وداعش حقيقة "" . $#$","{""story_entities"": [{""entity_value"": ""وداعش"", ""entity_type"": ""B-ORG""}]}"
وعلى اللجنة أن تصدر شهادة باسم كل ممثل من المذكورين . $#$,"{""story_entities"": []}"
جريدة فلسطين 26 شباط 1926 .,"{""story_entities"": [{""entity_value"": ""جريدة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""26"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""شباط"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1926"", ""entity_type"": ""I-DATE""}]}"
مادة ( 36 ) $#$,"{""story_entities"": [{""entity_value"": ""مادة"", ""entity_type"": ""B-LAW""}, {""entity_value"": ""("", ""entity_type"": ""I-LAW""}, {""entity_value"": ""36"", ""entity_type"": ""I-LAW""}, {""entity_value"": ""36"", ""entity_type"": ""B-ORDINAL""}, {""entity_value"": "")"", ""entity_type"": ""I-LAW""}]}"
برنامج يوم جديد تم إذاعته على إذاعة صوت فلسطين بتاريخ ( 21 / 4 / 1996 ) بعد اتفاقية أوسلو 1 .,"{""story_entities"": [{""entity_value"": ""إذاعة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""صوت"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""فلسطين"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""بتاريخ"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""21"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""4"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1996"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""اتفاقية"", ""entity_type"": ""B-EVENT""}, {""entity_value"": ""أوسلو"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""أوسلو"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""1"", ""entity_type"": ""I-EVENT""}, {""entity_value"": ""1"", ""entity_type"": ""B-ORDINAL""}]}"
للاطلاع على التقرير يرجى الضغط هنا $#$ $#$ $#$,"{""story_entities"": []}"
مضابط بلدية نابلس عام ( 1325 ) هجري عام 1907 ميلادي مضبط رقم 909 .,"{""story_entities"": [{""entity_value"": ""بلدية"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""نابلس"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""نابلس"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""عام"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1325"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""هجري"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""عام"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""1907"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""ميلادي"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""909"", ""entity_type"": ""B-ORDINAL""}]}"
تنصان العملة الوطنية ويلّي سعر الليرة بالمرحلة الحالية وينلغو تنصان حقوق الناس المكتسبة .,"{""story_entities"": [{""entity_value"": ""الليرة"", ""entity_type"": ""B-CURR""}]}"
حتى الولايات المتحدة أنتجت بندقية كلاشنيكوف . $#$,"{""story_entities"": [{""entity_value"": ""الولايات"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""المتحدة"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""بندقية"", ""entity_type"": ""B-PRODUCT""}, {""entity_value"": ""كلاشنيكوف"", ""entity_type"": ""I-PRODUCT""}]}"
1 - يجب تسجيل المرشحين لعضوية المجلس لدى مكتب الدائرة الانتخابية $#$,"{""story_entities"": [{""entity_value"": ""1"", ""entity_type"": ""B-ORDINAL""}, {""entity_value"": ""المرشحين"", ""entity_type"": ""B-NORP""}, {""entity_value"": ""لعضوية"", ""entity_type"": ""I-NORP""}, {""entity_value"": ""المجلس"", ""entity_type"": ""I-NORP""}]}"
رسالة دائرة بلدية الناصرة الى رئيس بلدية نابلس ( 1927 ) .,"{""story_entities"": [{""entity_value"": ""بلدية"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""الناصرة"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""الناصرة"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""رئيس"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""بلدية"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""بلدية"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""نابلس"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""نابلس"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""نابلس"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""1927"", ""entity_type"": ""B-DATE""}]}"
اللجنة القومية العربية في نابلس : الى المفتش لقوات الإنقاذ / دمشق بتاريخ ( 26 / 4 / 1948 ) .,"{""story_entities"": [{""entity_value"": ""اللجنة"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""القومية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""العربية"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""نابلس"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""المفتش"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""لقوات"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""لقوات"", ""entity_type"": ""B-NORP""}, {""entity_value"": ""الإنقاذ"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""الإنقاذ"", ""entity_type"": ""I-NORP""}, {""entity_value"": ""دمشق"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""بتاريخ"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""26"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""4"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1948"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}]}"
دعوة من رئيس مجلس محلي البيرة لعدة اشخاص لمقابلة الحاكم العسكري الأردني بتاريخ ( 11 / 11 / 1948 ) .,"{""story_entities"": [{""entity_value"": ""رئيس"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""مجلس"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""مجلس"", ""entity_type"": ""B-ORG""}, {""entity_value"": ""محلي"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""محلي"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""البيرة"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""البيرة"", ""entity_type"": ""I-ORG""}, {""entity_value"": ""البيرة"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""الحاكم"", ""entity_type"": ""B-OCC""}, {""entity_value"": ""العسكري"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""الأردني"", ""entity_type"": ""I-OCC""}, {""entity_value"": ""بتاريخ"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""("", ""entity_type"": ""I-DATE""}, {""entity_value"": ""11"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""11"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""/"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""1948"", ""entity_type"": ""I-DATE""}, {""entity_value"": "")"", ""entity_type"": ""I-DATE""}]}"
.,"{""story_entities"": []}"
وثائق من الفترة العثمانية : قرية البروة قضاء مدينة عكا : عبد الحميد ميعاري ( 1924 ) .,"{""story_entities"": [{""entity_value"": ""الفترة"", ""entity_type"": ""B-DATE""}, {""entity_value"": ""العثمانية"", ""entity_type"": ""I-DATE""}, {""entity_value"": ""قرية"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""البروة"", ""entity_type"": ""I-GPE""}, {""entity_value"": ""قضاء"", ""entity_type"": ""B-GPE""}, {""entity_value"": ""مدينة"", ""entity_type"": ""I-GPE""}, {""entity_value"": ""عكا"", ""entity_type"": ""I-GPE""}, {""entity_value"": ""عبد"", ""entity_type"": ""B-PERS""}, {""entity_value"": ""الحميد"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""ميعاري"", ""entity_type"": ""I-PERS""}, {""entity_value"": ""1924"", ""entity_type"": ""B-DATE""}]}"
